product_id,name,category,price,stock_quantity,supplier_id,description,tags,weight_kg,dimensions_cm,created_at,is_active
P000064,"Product 64: Office Supplies Item",Office Supplies,119.53,3790,SUP003,"Description for product 64 with Office Supplies",furniture,47.44,72x14x75,2024-08-05T04:00:00.000Z,true
P000065,"Product 65: Stationery Item",Stationery,25.64,505,SUP003,"Description for product 65 with Stationery",computer,44.33,93x20x19,2024-07-11T04:00:00.000Z,true
P000066,"Product 66: Office Supplies Item",Office Supplies,303.18,2221,SUP005,"Description for product 66 with Office Supplies",professional,furniture,portable,17.99,59x42x63,2024-01-13T05:00:00.000Z,false
P000067,"Product 67: Furniture Item",Furniture,468.28,546,SUP005,"Description for product 67 with Furniture",electronics,0.70,91x74x35,2024-11-18T05:00:00.000Z,true
P000068,"Product 68: Stationery Item",Stationery,114.57,3953,SUP005,"Description for product 68 with Stationery",ergonomic,16.57,34x80x64,2024-08-15T04:00:00.000Z,true
P000069,"Product 69: Office Supplies Item",Office Supplies,232.39,3845,SUP004,"Description for product 69 with Office Supplies",portable,durable,42.42,75x101x27,2024-07-12T04:00:00.000Z,true
P000070,"Product 70: Electronics Item",Electronics,383.63,4594,SUP007,"Description for product 70 with Electronics",electronics,furniture,wireless,47.76,79x35x100,2024-04-21T04:00:00.000Z,true
P000071,"Product 71: Office Supplies Item",Office Supplies,470.80,2292,SUP002,"Description for product 71 with Office Supplies",office,furniture,37.56,45x70x8,2024-05-25T04:00:00.000Z,true
P000072,"Product 72: Furniture Item",Furniture,118.88,1274,SUP005,"Description for product 72 with Furniture",storage,durable,20.19,87x16x25,2024-05-26T04:00:00.000Z,true
P000073,"Product 73: Stationery Item",Stationery,414.74,4441,SUP007,"Description for product 73 with Stationery",storage,durable,computer,4.63,9x103x104,2024-01-14T05:00:00.000Z,true
P000074,"Product 74: Office Supplies Item",Office Supplies,365.26,3225,SUP007,"Description for product 74 with Office Supplies",ergonomic,12.34,43x74x98,2024-09-14T04:00:00.000Z,true
P000075,"Product 75: Electronics Item",Electronics,495.08,1906,SUP003,"Description for product 75 with Electronics",portable,40.54,32x82x92,2024-10-20T04:00:00.000Z,true
P000076,"Product 76: Stationery Item",Stationery,291.40,200,SUP001,"Description for product 76 with Stationery",durable,ergonomic,21.37,47x76x33,2024-10-01T04:00:00.000Z,true
P000077,"Product 77: Accessories Item",Accessories,376.32,4482,SUP006,"Description for product 77 with Accessories",storage,wireless,ergonomic,37.24,87x22x26,2024-03-17T04:00:00.000Z,true
P000078,"Product 78: Stationery Item",Stationery,354.96,227,SUP004,"Description for product 78 with Stationery",storage,wireless,portable,16.98,77x47x78,2024-06-27T04:00:00.000Z,true
P000079,"Product 79: Stationery Item",Stationery,130.37,712,SUP007,"Description for product 79 with Stationery",furniture,30.08,80x19x22,2024-08-16T04:00:00.000Z,true
P000080,"Product 80: Office Supplies Item",Office Supplies,487.72,2289,SUP003,"Description for product 80 with Office Supplies",computer,9.50,58x104x77,2024-01-05T05:00:00.000Z,true
P000081,"Product 81: Stationery Item",Stationery,474.60,4235,SUP008,"Description for product 81 with Stationery",computer,storage,44.24,15x77x97,2024-07-26T04:00:00.000Z,true
P000082,"Product 82: Furniture Item",Furniture,327.36,659,SUP003,"Description for product 82 with Furniture",wireless,ergonomic,13.29,77x63x98,2024-08-12T04:00:00.000Z,true
P000083,"Product 83: Electronics Item",Electronics,134.71,4571,SUP002,"Description for product 83 with Electronics",professional,31.74,17x100x54,2024-01-14T05:00:00.000Z,false
P000084,"Product 84: Furniture Item",Furniture,277.41,1420,SUP008,"Description for product 84 with Furniture",office,computer,45.18,53x47x26,2024-04-10T04:00:00.000Z,true
P000085,"Product 85: Accessories Item",Accessories,319.76,2016,SUP007,"Description for product 85 with Accessories",wireless,professional,portable,14.83,37x21x14,2024-10-15T04:00:00.000Z,true
P000086,"Product 86: Furniture Item",Furniture,366.85,620,SUP001,"Description for product 86 with Furniture",electronics,computer,storage,36.55,51x90x11,2024-04-18T04:00:00.000Z,true
P000087,"Product 87: Accessories Item",Accessories,253.93,230,SUP008,"Description for product 87 with Accessories",portable,wireless,44.95,60x47x55,2024-07-01T04:00:00.000Z,true
P000088,"Product 88: Stationery Item",Stationery,383.07,619,SUP003,"Description for product 88 with Stationery",office,18.87,33x6x48,2024-08-19T04:00:00.000Z,true
P000089,"Product 89: Electronics Item",Electronics,98.99,263,SUP003,"Description for product 89 with Electronics",office,36.34,22x22x82,2024-12-11T05:00:00.000Z,true
P000090,"Product 90: Accessories Item",Accessories,458.86,2822,SUP007,"Description for product 90 with Accessories",office,computer,professional,11.94,90x20x45,2024-10-04T04:00:00.000Z,true
P000091,"Product 91: Stationery Item",Stationery,497.76,2750,SUP007,"Description for product 91 with Stationery",storage,37.65,11x76x91,2024-04-20T04:00:00.000Z,true
P000092,"Product 92: Office Supplies Item",Office Supplies,334.33,3203,SUP007,"Description for product 92 with Office Supplies",furniture,42.22,91x13x68,2024-10-14T04:00:00.000Z,true
P000093,"Product 93: Electronics Item",Electronics,253.12,3918,SUP004,"Description for product 93 with Electronics",electronics,durable,42.26,87x21x54,2024-10-18T04:00:00.000Z,true
P000094,"Product 94: Accessories Item",Accessories,237.89,1545,SUP004,"Description for product 94 with Accessories",office,electronics,12.62,84x9x74,2024-03-04T05:00:00.000Z,true
P000095,"Product 95: Electronics Item",Electronics,7.65,1696,SUP005,"Description for product 95 with Electronics",computer,ergonomic,27.06,37x77x8,2024-03-20T04:00:00.000Z,true
P000096,"Product 96: Furniture Item",Furniture,261.40,574,SUP004,"Description for product 96 with Furniture",electronics,portable,6.48,72x55x56,2024-02-16T05:00:00.000Z,true
P000097,"Product 97: Office Supplies Item",Office Supplies,294.06,962,SUP002,"Description for product 97 with Office Supplies",electronics,19.05,55x31x20,2024-01-06T05:00:00.000Z,true
P000098,"Product 98: Accessories Item",Accessories,447.87,3046,SUP001,"Description for product 98 with Accessories",professional,portable,39.61,63x71x21,2024-01-09T05:00:00.000Z,true
P000099,"Product 99: Electronics Item",Electronics,241.22,2569,SUP008,"Description for product 99 with Electronics",portable,3.11,66x70x92,2024-10-05T04:00:00.000Z,true
P000100,"Product 100: Office Supplies Item",Office Supplies,327.06,2443,SUP006,"Description for product 100 with Office Supplies",computer,furniture,storage,21.93,63x23x85,2024-06-18T04:00:00.000Z,true
P000101,"Product 101: Stationery Item",Stationery,317.09,714,SUP008,"Description for product 101 with Stationery",computer,storage,portable,25.72,6x78x93,2024-09-24T04:00:00.000Z,true
P000102,"Product 102: Furniture Item",Furniture,360.16,4191,SUP003,"Description for product 102 with Furniture",professional,ergonomic,30.31,18x44x91,2024-02-23T05:00:00.000Z,true
P000103,"Product 103: Electronics Item",Electronics,262.08,4643,SUP002,"Description for product 103 with Electronics",storage,durable,wireless,41.04,82x46x100,2024-11-13T05:00:00.000Z,true
P000104,"Product 104: Electronics Item",Electronics,500.47,1581,SUP005,"Description for product 104 with Electronics",electronics,42.90,91x76x54,2024-05-17T04:00:00.000Z,true
P000105,"Product 105: Electronics Item",Electronics,392.56,705,SUP003,"Description for product 105 with Electronics",electronics,4.38,48x68x17,2024-09-14T04:00:00.000Z,true
P000106,"Product 106: Stationery Item",Stationery,125.56,3746,SUP005,"Description for product 106 with Stationery",office,electronics,36.29,69x10x41,2024-01-12T05:00:00.000Z,true
P000107,"Product 107: Furniture Item",Furniture,75.02,1225,SUP005,"Description for product 107 with Furniture",wireless,professional,31.78,72x44x55,2024-03-23T04:00:00.000Z,true
P000108,"Product 108: Electronics Item",Electronics,68.56,2141,SUP001,"Description for product 108 with Electronics",furniture,33.27,84x87x79,2024-03-04T05:00:00.000Z,true
P000109,"Product 109: Electronics Item",Electronics,353.02,1936,SUP002,"Description for product 109 with Electronics",wireless,office,1.77,95x5x70,2024-01-23T05:00:00.000Z,true
P000110,"Product 110: Stationery Item",Stationery,118.65,368,SUP004,"Description for product 110 with Stationery",storage,professional,electronics,19.15,21x72x22,2024-04-09T04:00:00.000Z,true
P000111,"Product 111: Electronics Item",Electronics,241.96,1113,SUP002,"Description for product 111 with Electronics",portable,37.40,86x97x13,2024-06-23T04:00:00.000Z,true
P000112,"Product 112: Office Supplies Item",Office Supplies,160.52,3059,SUP005,"Description for product 112 with Office Supplies",portable,durable,26.13,7x69x55,2024-03-23T04:00:00.000Z,true
P000113,"Product 113: Accessories Item",Accessories,294.55,2633,SUP007,"Description for product 113 with Accessories",office,durable,portable,28.34,44x62x69,2024-04-21T04:00:00.000Z,true
P000114,"Product 114: Electronics Item",Electronics,337.24,2489,SUP008,"Description for product 114 with Electronics",professional,30.92,41x87x56,2024-01-12T05:00:00.000Z,true
P000115,"Product 115: Stationery Item",Stationery,264.63,350,SUP005,"Description for product 115 with Stationery",portable,9.66,94x73x85,2024-04-11T04:00:00.000Z,true
P000116,"Product 116: Furniture Item",Furniture,121.50,588,SUP007,"Description for product 116 with Furniture",ergonomic,professional,23.86,32x25x92,2024-08-22T04:00:00.000Z,true
P000117,"Product 117: Stationery Item",Stationery,52.53,2648,SUP004,"Description for product 117 with Stationery",wireless,storage,36.97,75x18x62,2024-07-27T04:00:00.000Z,true
P000118,"Product 118: Office Supplies Item",Office Supplies,113.68,4028,SUP001,"Description for product 118 with Office Supplies",electronics,wireless,43.85,53x90x55,2024-02-16T05:00:00.000Z,true
P000119,"Product 119: Stationery Item",Stationery,250.37,4113,SUP004,"Description for product 119 with Stationery",office,professional,12.46,60x70x71,2024-05-24T04:00:00.000Z,true
P000120,"Product 120: Electronics Item",Electronics,183.30,4873,SUP005,"Description for product 120 with Electronics",professional,office,46.20,45x61x70,2024-01-18T05:00:00.000Z,true
P000121,"Product 121: Accessories Item",Accessories,21.42,3409,SUP006,"Description for product 121 with Accessories",durable,computer,36.49,45x11x93,2024-05-16T04:00:00.000Z,true
P000122,"Product 122: Electronics Item",Electronics,144.78,2212,SUP003,"Description for product 122 with Electronics",professional,computer,24.95,36x9x71,2024-04-11T04:00:00.000Z,true
P000123,"Product 123: Stationery Item",Stationery,448.35,3089,SUP003,"Description for product 123 with Stationery",storage,23.07,51x7x31,2024-12-20T05:00:00.000Z,true
P000124,"Product 124: Furniture Item",Furniture,42.63,4642,SUP005,"Description for product 124 with Furniture",computer,portable,storage,28.93,35x7x28,2024-12-23T05:00:00.000Z,true
P000125,"Product 125: Furniture Item",Furniture,423.38,2494,SUP007,"Description for product 125 with Furniture",wireless,28.61,79x81x92,2024-07-04T04:00:00.000Z,true
P000126,"Product 126: Electronics Item",Electronics,365.96,4141,SUP003,"Description for product 126 with Electronics",portable,ergonomic,38.44,72x32x37,2024-01-06T05:00:00.000Z,true
P000127,"Product 127: Stationery Item",Stationery,84.42,1229,SUP004,"Description for product 127 with Stationery",computer,22.89,73x39x37,2024-07-28T04:00:00.000Z,true
P000128,"Product 128: Electronics Item",Electronics,110.01,3099,SUP006,"Description for product 128 with Electronics",computer,electronics,ergonomic,37.05,29x99x75,2024-07-18T04:00:00.000Z,true
P000129,"Product 129: Furniture Item",Furniture,52.36,1853,SUP005,"Description for product 129 with Furniture",professional,storage,36.31,9x68x44,2024-03-01T05:00:00.000Z,true
P000130,"Product 130: Stationery Item",Stationery,343.08,2659,SUP004,"Description for product 130 with Stationery",furniture,wireless,3.14,7x38x39,2024-06-08T04:00:00.000Z,true
P000131,"Product 131: Accessories Item",Accessories,285.37,2681,SUP004,"Description for product 131 with Accessories",furniture,33.17,29x36x44,2024-12-20T05:00:00.000Z,true
P000132,"Product 132: Electronics Item",Electronics,287.14,4545,SUP005,"Description for product 132 with Electronics",durable,computer,17.05,61x46x9,2024-03-14T04:00:00.000Z,false
P000133,"Product 133: Office Supplies Item",Office Supplies,87.16,4623,SUP004,"Description for product 133 with Office Supplies",portable,office,48.85,76x47x50,2024-04-06T04:00:00.000Z,true
P000134,"Product 134: Electronics Item",Electronics,367.83,142,SUP004,"Description for product 134 with Electronics",furniture,storage,23.55,20x70x32,2024-11-08T05:00:00.000Z,true
P000135,"Product 135: Furniture Item",Furniture,476.36,3477,SUP007,"Description for product 135 with Furniture",durable,computer,portable,43.98,100x81x86,2024-10-07T04:00:00.000Z,true
P000136,"Product 136: Electronics Item",Electronics,200.45,2582,SUP005,"Description for product 136 with Electronics",electronics,furniture,38.12,89x45x63,2024-07-08T04:00:00.000Z,true
P000137,"Product 137: Accessories Item",Accessories,59.23,3283,SUP003,"Description for product 137 with Accessories",wireless,durable,23.34,20x50x88,2024-10-08T04:00:00.000Z,true
P000138,"Product 138: Electronics Item",Electronics,82.86,1369,SUP006,"Description for product 138 with Electronics",ergonomic,durable,17.39,71x91x77,2024-11-02T04:00:00.000Z,true
P000139,"Product 139: Electronics Item",Electronics,55.07,2836,SUP001,"Description for product 139 with Electronics",durable,storage,computer,24.90,77x35x46,2024-09-19T04:00:00.000Z,true
P000140,"Product 140: Office Supplies Item",Office Supplies,489.20,4803,SUP007,"Description for product 140 with Office Supplies",electronics,3.66,16x53x70,2024-08-15T04:00:00.000Z,false
P000141,"Product 141: Office Supplies Item",Office Supplies,429.47,4768,SUP001,"Description for product 141 with Office Supplies",wireless,computer,14.68,34x59x10,2024-11-27T05:00:00.000Z,true
P000142,"Product 142: Stationery Item",Stationery,302.97,1964,SUP002,"Description for product 142 with Stationery",storage,wireless,10.00,42x32x15,2024-12-24T05:00:00.000Z,true
P000143,"Product 143: Office Supplies Item",Office Supplies,75.24,676,SUP003,"Description for product 143 with Office Supplies",furniture,ergonomic,wireless,45.94,39x35x14,2024-05-06T04:00:00.000Z,true
P000144,"Product 144: Furniture Item",Furniture,150.35,3974,SUP003,"Description for product 144 with Furniture",computer,16.92,69x60x62,2024-10-06T04:00:00.000Z,true
P000145,"Product 145: Electronics Item",Electronics,343.53,48,SUP004,"Description for product 145 with Electronics",electronics,43.00,87x85x89,2024-01-14T05:00:00.000Z,true
P000146,"Product 146: Electronics Item",Electronics,444.51,3484,SUP004,"Description for product 146 with Electronics",electronics,36.02,56x24x96,2024-02-10T05:00:00.000Z,true
P000147,"Product 147: Electronics Item",Electronics,289.66,576,SUP008,"Description for product 147 with Electronics",furniture,22.80,29x50x7,2024-02-01T05:00:00.000Z,true
P000148,"Product 148: Furniture Item",Furniture,381.61,3845,SUP007,"Description for product 148 with Furniture",durable,electronics,2.09,36x84x21,2024-10-13T04:00:00.000Z,true
P000149,"Product 149: Electronics Item",Electronics,153.20,3209,SUP004,"Description for product 149 with Electronics",durable,storage,39.55,44x35x77,2024-07-25T04:00:00.000Z,true
P000150,"Product 150: Stationery Item",Stationery,311.49,2609,SUP002,"Description for product 150 with Stationery",storage,electronics,wireless,20.94,72x102x43,2024-09-01T04:00:00.000Z,true
P000151,"Product 151: Electronics Item",Electronics,110.15,1009,SUP007,"Description for product 151 with Electronics",office,furniture,20.28,18x17x50,2024-03-07T05:00:00.000Z,true
P000152,"Product 152: Furniture Item",Furniture,475.37,1981,SUP007,"Description for product 152 with Furniture",computer,ergonomic,storage,2.71,20x16x77,2024-09-03T04:00:00.000Z,true
P000153,"Product 153: Accessories Item",Accessories,239.63,252,SUP001,"Description for product 153 with Accessories",wireless,computer,23.70,95x30x13,2024-12-10T05:00:00.000Z,false
P000154,"Product 154: Furniture Item",Furniture,195.03,3189,SUP006,"Description for product 154 with Furniture",ergonomic,27.73,75x44x92,2024-08-11T04:00:00.000Z,true
P000155,"Product 155: Furniture Item",Furniture,288.58,1656,SUP007,"Description for product 155 with Furniture",portable,9.11,90x38x16,2024-02-23T05:00:00.000Z,true
P000156,"Product 156: Accessories Item",Accessories,111.41,2206,SUP003,"Description for product 156 with Accessories",ergonomic,computer,office,21.99,81x71x7,2024-02-08T05:00:00.000Z,true
P000157,"Product 157: Office Supplies Item",Office Supplies,188.43,4220,SUP006,"Description for product 157 with Office Supplies",electronics,office,19.28,77x75x40,2024-02-01T05:00:00.000Z,true
P000158,"Product 158: Stationery Item",Stationery,47.05,3266,SUP005,"Description for product 158 with Stationery",ergonomic,wireless,professional,19.94,45x6x89,2024-12-23T05:00:00.000Z,true
P000159,"Product 159: Electronics Item",Electronics,402.64,829,SUP002,"Description for product 159 with Electronics",ergonomic,27.99,99x42x27,2024-07-24T04:00:00.000Z,true
P000160,"Product 160: Stationery Item",Stationery,44.57,2115,SUP007,"Description for product 160 with Stationery",storage,33.73,68x86x88,2024-04-07T04:00:00.000Z,true
P000161,"Product 161: Accessories Item",Accessories,26.42,2851,SUP005,"Description for product 161 with Accessories",wireless,office,15.11,71x37x87,2024-12-23T05:00:00.000Z,true
P000162,"Product 162: Electronics Item",Electronics,227.48,762,SUP004,"Description for product 162 with Electronics",computer,furniture,40.83,79x19x77,2024-10-14T04:00:00.000Z,true
P000163,"Product 163: Electronics Item",Electronics,62.20,1904,SUP008,"Description for product 163 with Electronics",durable,office,2.24,24x18x80,2024-06-25T04:00:00.000Z,true
P000164,"Product 164: Stationery Item",Stationery,276.34,4344,SUP004,"Description for product 164 with Stationery",professional,office,17.90,38x95x23,2024-09-08T04:00:00.000Z,true
